RedFighter,BlueFighter,Location,TotalFightTimeSecs,FinishRoundTime,WeightClass,Date,Winner,FinishDetails,Finish
Muhammad Mokaev,Manel Kape,"Manchester, England, United Kingdom",900.0,5:00,Flyweight,2024-07-27,Red,,U-DEC
Oban Elliott,Preston Parsons,"Manchester, England, United Kingdom",900.0,5:00,Welterweight,2024-07-27,Red,,U-DEC
Modestas Bukauskas,Marcin Prachnio,"Manchester, England, United Kingdom",792.0,3:12,Light Heavyweight,2024-07-27,Red,Arm Triangle,SUB
Sam Patterson,Kiefer Crosbie,"Manchester, England, United Kingdom",170.0,2:50,Welterweight,2024-07-27,Red,Arm Triangle,SUB
Mick Parkin,Lukasz Brzeski,"Manchester, England, United Kingdom",203.0,3:23,Heavyweight,2024-07-27,Red,Punches,KO/TKO
Shauna Bannon,Alice Ardelean,"Manchester, England, United Kingdom",900.0,5:00,Women's Strawweight,2024-07-27,Red,,S-DEC
Amanda Lemos,Virna Jandiroba,"Las Vegas, Nevada, USA",588.0,4:48,Women's Strawweight,2024-07-20,Blue,Armbar,SUB
Steve Garcia,SeungWoo Choi,"Las Vegas, Nevada, USA",96.0,1:36,Featherweight,2024-07-20,Red,Punch,KO/TKO
Kurt Holobaugh,Kaynan Kruschewsky,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-07-20,Red,,U-DEC
Cody Durden,Bruno Silva,"Las Vegas, Nevada, USA",478.0,2:58,Flyweight,2024-07-20,Blue,Punches,KO/TKO
Dooho Choi,Bill Algeo,"Las Vegas, Nevada, USA",518.0,3:38,Featherweight,2024-07-20,Red,Punch,KO/TKO
JeongYeong Lee,Hyder Amil,"Las Vegas, Nevada, USA",65.0,1:05,Featherweight,2024-07-20,Blue,Punches,KO/TKO
Brian Kelleher,Cody Gibson,"Las Vegas, Nevada, USA",238.0,3:58,Bantamweight,2024-07-20,Blue,Arm Triangle,SUB
Miranda Maverick,Dione Barbosa,"Las Vegas, Nevada, USA",900.0,5:00,Women's Flyweight,2024-07-20,Red,,U-DEC
Loik Radzhabov,Trey Ogden,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-07-20,Blue,,U-DEC
Luana Carolina,Lucie Pudilova,"Las Vegas, Nevada, USA",900.0,5:00,Women's Flyweight,2024-07-20,Red,,U-DEC
Mohammed Usman,Thomas Petersen,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2024-07-20,Blue,,U-DEC
Rose Namajunas,Tracy Cortez,"Denver, Colorado, USA",1500.0,5:00,Women's Flyweight,2024-07-13,Red,,U-DEC
Santiago Ponzinibbio,Muslim Salikhov,"Denver, Colorado, USA",900.0,5:00,Welterweight,2024-07-13,Blue,,S-DEC
Drew Dober,Jean Silva,"Denver, Colorado, USA",688.0,1:28,Lightweight,2024-07-13,Blue,,KO/TKO
Gabriel Bonfim,Ange Loosa,"Denver, Colorado, USA",900.0,5:00,Welterweight,2024-07-13,Red,,U-DEC
Julian Erosa,Christian Rodriguez,"Denver, Colorado, USA",289.0,4:49,Featherweight,2024-07-13,Red,Guillotine Choke,SUB
Joshua Van,Charles Johnson,"Denver, Colorado, USA",620.0,0:20,Flyweight,2024-07-13,Blue,Punch,KO/TKO
Jasmine Jasudavicius,Fatima Kline,"Denver, Colorado, USA",900.0,5:00,Women's Flyweight,2024-07-13,Red,,U-DEC
Montel Jackson,Da'Mon Blackshear,"Denver, Colorado, USA",18.0,0:18,Bantamweight,2024-07-13,Red,Punch,KO/TKO
Luana Santos,Mariya Agapova,"Denver, Colorado, USA",207.0,3:27,Women's Flyweight,2024-07-13,Red,Rear Naked Choke,SUB
Josh Fremd,Andre Petroski,"Denver, Colorado, USA",900.0,5:00,Middleweight,2024-07-13,Blue,,U-DEC
Evan Elder,Darrius Flowers,"Denver, Colorado, USA",406.0,1:46,Welterweight,2024-07-13,Red,Arm Triangle,SUB
Alex Pereira,Jiri Prochazka,"Las Vegas, Nevada, USA",313.0,0:13,Light Heavyweight,2024-06-29,Red,Kick,KO/TKO
Dan Ige,Diego Lopes,"Las Vegas, Nevada, USA",900.0,5:00,Catch Weight,2024-06-29,Blue,,U-DEC
Anthony Smith,Roman Dolidze,"Las Vegas, Nevada, USA",900.0,5:00,Light Heavyweight,2024-06-29,Blue,,U-DEC
Mayra Bueno Silva,Macy Chiasson,"Las Vegas, Nevada, USA",418.0,1:58,Women's Bantamweight,2024-06-29,Blue,,KO/TKO
Ian Machado Garry,Michael Page,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2024-06-29,Red,,U-DEC
Joe Pyfer,Marc-Andre Barriault,"Las Vegas, Nevada, USA",85.0,1:25,Middleweight,2024-06-29,Red,Punch,KO/TKO
Cub Swanson,Andre Fili,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-06-29,Blue,,S-DEC
Charles Jourdain,Jean Silva,"Las Vegas, Nevada, USA",382.0,1:22,Featherweight,2024-06-29,Blue,Punch,KO/TKO
Payton Talbott,Yanis Ghemmouri,"Las Vegas, Nevada, USA",19.0,0:19,Bantamweight,2024-06-29,Red,Punch,KO/TKO
Michelle Waterson-Gomez,Gillian Robertson,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2024-06-29,Blue,,U-DEC
Andrei Arlovski,Martin Buday,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2024-06-29,Blue,,S-DEC
Rei Tsuruya,Carlos Hernandez,"Las Vegas, Nevada, USA",900.0,5:00,Flyweight,2024-06-29,Red,,U-DEC
Ricky Simon,Vinicius Oliveira,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2024-06-29,Blue,,U-DEC
Robert Whittaker,Ikram Aliskerov,"Riyadh, Riyadh, Saudi Arabia",109.0,1:49,Middleweight,2024-06-22,Red,Punch,KO/TKO
Sergei Pavlovich,Alexander Volkov,"Riyadh, Riyadh, Saudi Arabia",900.0,5:00,Heavyweight,2024-06-22,Blue,,U-DEC
Kelvin Gastelum,Daniel Rodriguez,"Riyadh, Riyadh, Saudi Arabia",900.0,5:00,Middleweight,2024-06-22,Red,,U-DEC
Shara Magomedov,Antonio Trocoli,"Riyadh, Riyadh, Saudi Arabia",747.0,2:27,Middleweight,2024-06-22,Red,Punches,KO/TKO
Johnny Walker,Volkan Oezdemir,"Riyadh, Riyadh, Saudi Arabia",148.0,2:28,Light Heavyweight,2024-06-22,Blue,Punch,KO/TKO
Nasrat Haqparast,Jared Gordon,"Riyadh, Riyadh, Saudi Arabia",900.0,5:00,Lightweight,2024-06-22,Red,,S-DEC
Muhammad Naimov,Felipe Lima,"Riyadh, Riyadh, Saudi Arabia",675.0,1:15,Featherweight,2024-06-22,Blue,Rear Naked Choke,SUB
Rinat Fakhretdinov,Nicolas Dalby,"Riyadh, Riyadh, Saudi Arabia",900.0,5:00,Welterweight,2024-06-22,Red,,S-DEC
Kyung Ho Kang,Muin Gafurov,"Riyadh, Riyadh, Saudi Arabia",900.0,5:00,Bantamweight,2024-06-22,Blue,,U-DEC
Magomed Gadzhiyasulov,Brendson Ribeiro,"Riyadh, Riyadh, Saudi Arabia",900.0,5:00,Light Heavyweight,2024-06-22,Red,,M-DEC
Xiao Long,ChangHo Lee,"Riyadh, Riyadh, Saudi Arabia",900.0,5:00,Bantamweight,2024-06-22,Blue,,S-DEC
Alex Perez,Tatsuro Taira,"Las Vegas, Nevada, USA",479.0,2:59,Flyweight,2024-06-15,Blue,,KO/TKO
Douglas Silva de Andrade,Miles Johns,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2024-06-15,Blue,,U-DEC
Timmy Cuamba,Lucas Almeida,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-06-15,Blue,,U-DEC
Brady Hiestand,Garrett Armfield,"Las Vegas, Nevada, USA",712.0,1:52,Bantamweight,2024-06-15,Red,Rear Naked Choke,SUB
Asu Almabayev,Jose Johnson,"Las Vegas, Nevada, USA",900.0,5:00,Flyweight,2024-06-15,Red,,U-DEC
Josh Quinlan,Adam Fugitt,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2024-06-15,Blue,,S-DEC
Jimmy Flick,Nate Maness,"Las Vegas, Nevada, USA",900.0,5:00,Flyweight,2024-06-15,Blue,,U-DEC
Carli Judice,Gabriella Fernandes,"Las Vegas, Nevada, USA",900.0,5:00,Women's Flyweight,2024-06-15,Blue,,S-DEC
Jeka Saragih,Westin Wilson,"Las Vegas, Nevada, USA",109.0,1:49,Featherweight,2024-06-15,Blue,Triangle Armbar,SUB
Melquizael Costa,Shayilan Nuerdanbieke,"Las Vegas, Nevada, USA",710.0,1:50,Featherweight,2024-06-15,Red,Rear Naked Choke,SUB
Josefine Knutsson,Julia Polastri,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2024-06-15,Red,,U-DEC
Jared Cannonier,Nassourdine Imavov,"Louisville, Kentucky, USA",994.0,1:34,Middleweight,2024-06-08,Blue,Punches,KO/TKO
Dominick Reyes,Dustin Jacoby,"Louisville, Kentucky, USA",120.0,2:00,Light Heavyweight,2024-06-08,Red,Punches,KO/TKO
Raul Rosas Jr.,Ricky Turcios,"Louisville, Kentucky, USA",442.0,2:22,Bantamweight,2024-06-08,Red,Rear Naked Choke,SUB
Brunno Ferreira,Dustin Stoltzfus,"Louisville, Kentucky, USA",291.0,4:51,Middleweight,2024-06-08,Red,Spinning Back Elbow,KO/TKO
Julian Marquez,Zachary Reese,"Louisville, Kentucky, USA",20.0,0:20,Middleweight,2024-06-08,Blue,Punch,KO/TKO
Miguel Baeza,Punahele Soriano,"Louisville, Kentucky, USA",900.0,5:00,Welterweight,2024-06-08,Blue,,U-DEC
Thiago Moises,Ludovit Klein,"Louisville, Kentucky, USA",900.0,5:00,Lightweight,2024-06-08,Blue,,U-DEC
Charles Radtke,Carlos Prates,"Louisville, Kentucky, USA",287.0,4:47,Welterweight,2024-06-08,Blue,Knee,KO/TKO
Brad Katona,Jesse Butler,"Louisville, Kentucky, USA",900.0,5:00,Bantamweight,2024-06-08,Red,,U-DEC
Andrea Lee,Montana De La Rosa,"Louisville, Kentucky, USA",900.0,5:00,Women's Flyweight,2024-06-08,Blue,,S-DEC
John Castaneda,Daniel Marcos,"Louisville, Kentucky, USA",900.0,5:00,Bantamweight,2024-06-08,Blue,,U-DEC
Eduarda Moura,Denise Gomes,"Louisville, Kentucky, USA",900.0,5:00,Women's Strawweight,2024-06-08,Blue,,S-DEC
Cody Stamann,Taylor Lapilus,"Louisville, Kentucky, USA",900.0,5:00,Bantamweight,2024-06-08,Blue,,U-DEC
Rayanne dos Santos,Puja Tomar,"Louisville, Kentucky, USA",900.0,5:00,Women's Strawweight,2024-06-08,Blue,,S-DEC
Islam Makhachev,Dustin Poirier,"Newark, New Jersey, USA",1362.0,2:42,Lightweight,2024-06-01,Red,D'Arce Choke,SUB
Sean Strickland,Paulo Costa,"Newark, New Jersey, USA",1500.0,5:00,Middleweight,2024-06-01,Red,,S-DEC
Kevin Holland,Michal Oleksiejczuk,"Newark, New Jersey, USA",94.0,1:34,Middleweight,2024-06-01,Red,Armbar,SUB
Niko Price,Alex Morono,"Newark, New Jersey, USA",900.0,5:00,Welterweight,2024-06-01,Red,,U-DEC
Randy Brown,Elizeu Zaleski dos Santos,"Newark, New Jersey, USA",900.0,5:00,Welterweight,2024-06-01,Red,,U-DEC
Cesar Almeida,Roman Kopylov,"Newark, New Jersey, USA",900.0,5:00,Middleweight,2024-06-01,Blue,,S-DEC
Jailton Almeida,Alexandr Romanov,"Newark, New Jersey, USA",147.0,2:27,Heavyweight,2024-06-01,Red,Rear Naked Choke,SUB
Grant Dawson,Joe Solecki,"Newark, New Jersey, USA",900.0,5:00,Lightweight,2024-06-01,Red,,U-DEC
Phil Rowe,Jake Matthews,"Newark, New Jersey, USA",900.0,5:00,Welterweight,2024-06-01,Blue,,U-DEC
Mickey Gall,Bassil Hafez,"Newark, New Jersey, USA",900.0,5:00,Welterweight,2024-06-01,Blue,,U-DEC
Ailin Perez,Joselyne Edwards,"Newark, New Jersey, USA",900.0,5:00,Women's Bantamweight,2024-06-01,Red,,U-DEC
Mitch Raposo,Andre Lima,"Newark, New Jersey, USA",900.0,5:00,Flyweight,2024-06-01,Blue,,S-DEC
Edson Barboza,Lerone Murphy,"Las Vegas, Nevada, USA",1500.0,5:00,Featherweight,2024-05-18,Blue,,U-DEC
Khaos Williams,Carlston Harris,"Las Vegas, Nevada, USA",90.0,1:30,Welterweight,2024-05-18,Red,Punch,KO/TKO
Themba Gorimbo,Ramiz Brahimaj,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2024-05-18,Red,,U-DEC
Adrian Yanez,Vinicius Salvador,"Las Vegas, Nevada, USA",167.0,2:47,Bantamweight,2024-05-18,Red,Punches,KO/TKO
Luana Pinheiro,Angela Hill,"Las Vegas, Nevada, USA",552.0,4:12,Women's Strawweight,2024-05-18,Blue,Guillotine Choke,SUB
Victor Martinez,Tom Nolan,"Las Vegas, Nevada, USA",230.0,3:50,Lightweight,2024-05-18,Blue,Knee,KO/TKO
Oumar Sy,Tuco Tokkos,"Las Vegas, Nevada, USA",223.0,3:43,Light Heavyweight,2024-05-18,Red,Rear Naked Choke,SUB
Tamires Vidal,Melissa Gatto,"Las Vegas, Nevada, USA",637.0,0:37,Women's Bantamweight,2024-05-18,Blue,Punch,KO/TKO
Abus Magomedov,Warlley Alves,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2024-05-18,Red,,U-DEC
Piera Rodriguez,Ariane Carnelossi,"Las Vegas, Nevada, USA",496.0,3:16,Women's Strawweight,2024-05-18,Blue,,DQ
Alatengheili,Kleydson Rodrigues,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2024-05-18,Red,,U-DEC
Vanessa Demopoulos,Emily Ducote,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2024-05-18,Red,,S-DEC
Derrick Lewis,Rodrigo Nascimento,"St. Louis, Missouri, USA",649.0,0:49,Heavyweight,2024-05-11,Red,Punch,KO/TKO
Joaquin Buckley,Nursulton Ruziboev,"St. Louis, Missouri, USA",900.0,5:00,Welterweight,2024-05-11,Red,,U-DEC
Alonzo Menifield,Carlos Ulberg,"St. Louis, Missouri, USA",12.0,0:12,Light Heavyweight,2024-05-11,Blue,Punches,KO/TKO
Diego Ferreira,Mateusz Rebecki,"St. Louis, Missouri, USA",891.0,4:51,Lightweight,2024-05-11,Red,Punches,KO/TKO
Alex Caceres,Sean Woodson,"St. Louis, Missouri, USA",900.0,5:00,Featherweight,2024-05-11,Blue,,U-DEC
Waldo Cortes-Acosta,Robelis Despaigne,"St. Louis, Missouri, USA",900.0,5:00,Heavyweight,2024-05-11,Red,,U-DEC
Chase Hooper,Viacheslav Borshchev,"St. Louis, Missouri, USA",480.0,3:00,Lightweight,2024-05-11,Red,D'Arce Choke,SUB
Terrance McKinney,Esteban Ribovics,"St. Louis, Missouri, USA",37.0,0:37,Lightweight,2024-05-11,Blue,Kick,KO/TKO
Tabatha Ricci,Tecia Pennington,"St. Louis, Missouri, USA",900.0,5:00,Women's Strawweight,2024-05-11,Red,,S-DEC
Billy Ray Goff,Trey Waters,"St. Louis, Missouri, USA",900.0,5:00,Welterweight,2024-05-11,Blue,,U-DEC
Charles Johnson,Jake Hadley,"St. Louis, Missouri, USA",900.0,5:00,Flyweight,2024-05-11,Red,,U-DEC
JJ Aldrich,Veronica Hardy,"St. Louis, Missouri, USA",900.0,5:00,Women's Flyweight,2024-05-11,Blue,,U-DEC
Alexandre Pantoja,Steve Erceg,"Rio de Janeiro, Rio de Janeiro, Brazil",1500.0,5:00,Flyweight,2024-05-04,Red,,U-DEC
Jose Aldo,Jonathan Martinez,"Rio de Janeiro, Rio de Janeiro, Brazil",900.0,5:00,Bantamweight,2024-05-04,Red,,U-DEC
Anthony Smith,Vitor Petrino,"Rio de Janeiro, Rio de Janeiro, Brazil",120.0,2:00,Light Heavyweight,2024-05-04,Red,Guillotine Choke,SUB
Michel Pereira,Ihor Potieria,"Rio de Janeiro, Rio de Janeiro, Brazil",54.0,0:54,Middleweight,2024-05-04,Red,Guillotine Choke,SUB
Paul Craig,Caio Borralho,"Rio de Janeiro, Rio de Janeiro, Brazil",430.0,2:10,Middleweight,2024-05-04,Blue,Punches,KO/TKO
Jack Shore,Joanderson Brito,"Rio de Janeiro, Rio de Janeiro, Brazil",515.0,3:35,Featherweight,2024-05-04,Blue,,KO/TKO
Karolina Kowalkiewicz,Iasmin Lucindo,"Rio de Janeiro, Rio de Janeiro, Brazil",900.0,5:00,Women's Strawweight,2024-05-04,Blue,,U-DEC
Elves Brener,Myktybek Orolbai,"Rio de Janeiro, Rio de Janeiro, Brazil",900.0,5:00,Lightweight,2024-05-04,Blue,,U-DEC
Joaquim Silva,Drakkar Klose,"Rio de Janeiro, Rio de Janeiro, Brazil",900.0,5:00,Lightweight,2024-05-04,Blue,,U-DEC
Mauricio Ruffy,Jamie Mullarkey,"Rio de Janeiro, Rio de Janeiro, Brazil",282.0,4:42,Lightweight,2024-05-04,Red,Punches,KO/TKO
Dione Barbosa,Ernesta Kareckaite,"Rio de Janeiro, Rio de Janeiro, Brazil",900.0,5:00,Women's Flyweight,2024-05-04,Red,,U-DEC
Ismael Bonfim,Vinc Pichel,"Rio de Janeiro, Rio de Janeiro, Brazil",900.0,5:00,Lightweight,2024-05-04,Red,,U-DEC
Alessandro Costa,Kevin Borjas,"Rio de Janeiro, Rio de Janeiro, Brazil",395.0,1:35,Flyweight,2024-05-04,Red,Punches,KO/TKO
Matheus Nicolau,Alex Perez,"Las Vegas, Nevada, USA",436.0,2:16,Flyweight,2024-04-27,Blue,Punch,KO/TKO
Ryan Spann,Bogdan Guskov,"Las Vegas, Nevada, USA",496.0,3:16,Light Heavyweight,2024-04-27,Blue,Punches,KO/TKO
Ariane da Silva,Karine Silva,"Las Vegas, Nevada, USA",900.0,5:00,Women's Flyweight,2024-04-27,Blue,,U-DEC
Austen Lane,Jhonata Diniz,"Las Vegas, Nevada, USA",432.0,2:12,Heavyweight,2024-04-27,Blue,Punch,KO/TKO
Jonathan Pearce,David Onama,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-04-27,Blue,,U-DEC
Tim Means,Uros Medic,"Las Vegas, Nevada, USA",129.0,2:09,Welterweight,2024-04-27,Blue,Punch,KO/TKO
Rani Yahya,Victor Henry,"Las Vegas, Nevada, USA",756.0,2:36,Bantamweight,2024-04-27,Blue,Punches,KO/TKO
Austin Hubbard,Michal Figlak,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-04-27,Red,,U-DEC
Don'Tale Mayes,Caio Machado,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2024-04-27,Red,,U-DEC
Marnic Mann,Ketlen Souza,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2024-04-27,Blue,,U-DEC
James Llontop,Chris Padilla,"Las Vegas, Nevada, USA",273.0,4:33,Lightweight,2024-04-27,Blue,Rear Naked Choke,SUB
Ivana Petrovic,Liang Na,"Las Vegas, Nevada, USA",689.0,1:29,Women's Flyweight,2024-04-27,Red,Arm Triangle,SUB
Gabriel Benitez,Maheshate,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-04-27,Blue,,S-DEC
Alex Pereira,Jamahal Hill,"Las Vegas, Nevada, USA",194.0,3:14,Light Heavyweight,2024-04-13,Red,Punch,KO/TKO
Zhang Weili,Yan Xiaonan,"Las Vegas, Nevada, USA",1500.0,5:00,Women's Strawweight,2024-04-13,Red,,U-DEC
Justin Gaethje,Max Holloway,"Las Vegas, Nevada, USA",1499.0,4:59,Lightweight,2024-04-13,Blue,Punch,KO/TKO
Charles Oliveira,Arman Tsarukyan,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-04-13,Blue,,S-DEC
Bo Nickal,Cody Brundage,"Las Vegas, Nevada, USA",518.0,3:38,Middleweight,2024-04-13,Red,Rear Naked Choke,SUB
Jiri Prochazka,Aleksandar Rakic,"Las Vegas, Nevada, USA",497.0,3:17,Light Heavyweight,2024-04-13,Red,Punches,KO/TKO
Calvin Kattar,Aljamain Sterling,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-04-13,Blue,,U-DEC
Holly Holm,Kayla Harrison,"Las Vegas, Nevada, USA",407.0,1:47,Women's Bantamweight,2024-04-13,Blue,Rear Naked Choke,SUB
Sodiq Yusuff,Diego Lopes,"Las Vegas, Nevada, USA",89.0,1:29,Featherweight,2024-04-13,Blue,Punches,KO/TKO
Jalin Turner,Renato Moicano,"Las Vegas, Nevada, USA",551.0,4:11,Lightweight,2024-04-13,Blue,Punches,KO/TKO
Jessica Andrade,Marina Rodriguez,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2024-04-13,Red,,S-DEC
King Green,Jim Miller,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-04-13,Red,,U-DEC
Deiveson Figueiredo,Cody Garbrandt,"Las Vegas, Nevada, USA",542.0,4:02,Bantamweight,2024-04-13,Red,Rear Naked Choke,SUB
Brendan Allen,Chris Curtis,"Las Vegas, Nevada, USA",1500.0,5:00,Middleweight,2024-04-06,Red,,S-DEC
Alexander Hernandez,Damon Jackson,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-04-06,Blue,,S-DEC
Morgan Charriere,Chepe Mariscal,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-04-06,Blue,,S-DEC
Ignacio Bahamondes,Christos Giagos,"Las Vegas, Nevada, USA",214.0,3:34,Lightweight,2024-04-06,Red,Kick,KO/TKO
Trevor Peek,Charlie Campbell,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-04-06,Blue,,U-DEC
Court McGee,Alex Morono,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2024-04-06,Blue,,U-DEC
Valter Walker,Lukasz Brzeski,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2024-04-06,Blue,,U-DEC
Norma Dumont,Germaine de Randamie,"Las Vegas, Nevada, USA",900.0,5:00,Women's Bantamweight,2024-04-06,Red,,U-DEC
Pedro Falcao,Victor Hugo,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2024-04-06,Blue,,U-DEC
Dan Argueta,Jean Matsumoto,"Las Vegas, Nevada, USA",599.0,4:59,Bantamweight,2024-04-06,Blue,Guillotine Choke,SUB
Dylan Budka,Cesar Almeida,"Las Vegas, Nevada, USA",433.0,2:13,Middleweight,2024-04-06,Blue,Elbows,KO/TKO
Melissa Mullins,Nora Cornolle,"Las Vegas, Nevada, USA",486.0,3:06,Women's Bantamweight,2024-04-06,Blue,Knee,KO/TKO
Erin Blanchfield,Manon Fiorot,"Atlantic City, New Jersey, USA",1500.0,5:00,Women's Flyweight,2024-03-30,Blue,,U-DEC
Vicente Luque,Joaquin Buckley,"Atlantic City, New Jersey, USA",497.0,3:17,Welterweight,2024-03-30,Blue,Punches,KO/TKO
Chris Weidman,Bruno Silva,"Atlantic City, New Jersey, USA",738.0,2:18,Middleweight,2024-03-30,Red,,U-DEC
Nursulton Ruziboev,Sedriques Dumas,"Atlantic City, New Jersey, USA",198.0,3:18,Middleweight,2024-03-30,Red,Punch,KO/TKO
Bill Algeo,Kyle Nelson,"Atlantic City, New Jersey, USA",240.0,4:00,Featherweight,2024-03-30,Blue,Punches,KO/TKO
Chidi Njokuani,Rhys McKee,"Atlantic City, New Jersey, USA",900.0,5:00,Welterweight,2024-03-30,Red,,S-DEC
Nate Landwehr,Jamall Emmers,"Atlantic City, New Jersey, USA",283.0,4:43,Featherweight,2024-03-30,Red,Punch,KO/TKO
Virna Jandiroba,Loopy Godinez,"Atlantic City, New Jersey, USA",900.0,5:00,Women's Strawweight,2024-03-30,Red,,U-DEC
Julio Arce,Herbert Burns,"Atlantic City, New Jersey, USA",420.0,2:00,Featherweight,2024-03-30,Red,Punch,KO/TKO
Dennis Buzukja,Connor Matthews,"Atlantic City, New Jersey, USA",622.0,0:22,Featherweight,2024-03-30,Red,Punch,KO/TKO
Ibo Aslan,Anton Turkalj,"Atlantic City, New Jersey, USA",692.0,1:32,Light Heavyweight,2024-03-30,Red,Punch,KO/TKO
Andre Petroski,Jacob Malkoun,"Atlantic City, New Jersey, USA",339.0,0:39,Middleweight,2024-03-30,Blue,Kick,KO/TKO
Angel Pacheco,Caolan Loughran,"Atlantic City, New Jersey, USA",900.0,5:00,Bantamweight,2024-03-30,Blue,,U-DEC
Amanda Ribas,Rose Namajunas,"Las Vegas, Nevada, USA",1500.0,5:00,Women's Flyweight,2024-03-23,Blue,,U-DEC
Karl Williams,Justin Tafa,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2024-03-23,Red,,U-DEC
Edmen Shahbazyan,AJ Dobson,"Las Vegas, Nevada, USA",273.0,4:33,Middleweight,2024-03-23,Red,Punches,KO/TKO
Payton Talbott,Cameron Saaiman,"Las Vegas, Nevada, USA",321.0,0:21,Bantamweight,2024-03-23,Red,Punches,KO/TKO
Billy Quarantillo,Youssef Zalal,"Las Vegas, Nevada, USA",410.0,1:50,Featherweight,2024-03-23,Blue,Rear Naked Choke,SUB
Fernando Padilla,Luis Pajuelo,"Las Vegas, Nevada, USA",165.0,2:45,Featherweight,2024-03-23,Red,D'Arce Choke,SUB
Kurt Holobaugh,Trey Ogden,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2024-03-23,Blue,,U-DEC
Ricardo Ramos,Julian Erosa,"Las Vegas, Nevada, USA",135.0,2:15,Featherweight,2024-03-23,Blue,Guillotine Choke,SUB
Miles Johns,Cody Gibson,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2024-03-23,Red,,U-DEC
Jarno Errens,Steven Nguyen,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-03-23,Red,,U-DEC
Montserrat Rendon,Daria Zhelezniakova,"Las Vegas, Nevada, USA",900.0,5:00,Women's Bantamweight,2024-03-23,Blue,,U-DEC
Igor Severino,Andre Lima,"Las Vegas, Nevada, USA",472.0,2:52,Flyweight,2024-03-23,Blue,,DQ
Mohammed Usman,Mick Parkin,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2024-03-23,Blue,,U-DEC
Tai Tuivasa,Marcin Tybura,"Las Vegas, Nevada, USA",248.0,4:08,Heavyweight,2024-03-16,Blue,Rear Naked Choke,SUB
Ovince Saint Preux,Kennedy Nzechukwu,"Las Vegas, Nevada, USA",900.0,5:00,Light Heavyweight,2024-03-16,Red,,S-DEC
Christian Rodriguez,Isaac Dulgarian,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-03-16,Red,,S-DEC
Pannie Kianzad,Macy Chiasson,"Las Vegas, Nevada, USA",234.0,3:54,Women's Bantamweight,2024-03-16,Blue,Rear Naked Choke,SUB
Gerald Meerschaert,Bryan Barberena,"Las Vegas, Nevada, USA",563.0,4:23,Middleweight,2024-03-16,Red,Rear Naked Choke,SUB
Natan Levy,Mike Davis,"Las Vegas, Nevada, USA",403.0,1:43,Lightweight,2024-03-16,Blue,Arm Triangle,SUB
Josiane Nunes,Chelsea Chandler,"Las Vegas, Nevada, USA",900.0,5:00,Women's Bantamweight,2024-03-16,Blue,,U-DEC
Jafel Filho,Ode Osbourne,"Las Vegas, Nevada, USA",267.0,4:27,Flyweight,2024-03-16,Red,Rear Naked Choke,SUB
Josh Culibao,Danny Silva,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2024-03-16,Blue,,S-DEC
Jaqueline Amorim,Cory McKenna,"Las Vegas, Nevada, USA",98.0,1:38,Women's Strawweight,2024-03-16,Red,Armbar,SUB
